# OUI vendor lookup table - generated by scripts/update_oui.ps1
# Source: https://www.wireshark.org/download/automated/data/manuf
# Format: <6-hex-lowercase-prefix><TAB><Vendor Name>
# 24-bit MA-L entries only.

000000	00:00:00
485a67	ShaanxiRuixu
485ab6	HonHaiPrecis
485aea	FiberhomeTel
485b39	ASUSTekCOMPU
485c2c	EardaTechnol
485d35	AVMAudiovisu
485d36	Verizon
485d60	AzureWaveTec
485deb	JustAddPower
485ded	SichuanTiany
485f08	TpLinkTechno
485f2d	AmazonTechno
485f99	CloudNetwork
485fdf	zte
48605f	LGElectronic
4860bc	Apple
4861a3	ConcernAxion
4861ee	SamsungElect
486264	ArloTechnolo
486276	HuaweiTechno
486345	HuaweiDevice
486834	SiliconMotio
48684a	Intel
486b2c	BbkEducation
486b91	FleetwoodGro
486dbb	VestelElektr
486e70	ZhejiangTmal
486e73	Pica8
486efb	DavitSystemT
486f33	KyungwooSyst
486fd2	StorSimple
48701e	TexasInstrum
48706f	HuaweiTechno
487119	SgbGroup
487310	JuniperNetwo
487397	NewH3CTechno
4873cb	Tiinlab
487410	Cisco
487412	OnePlusTechn
48746e	Apple
487583	Intellion
487604	Private
487696	HuaanZhongyu
487706	NXPSemicondu
487746	Calix
4877bd	OppoMobileTe
48785b	HikvisionDig
48785e	AmazonTechno
48794d	SamsungElect
487a55	ALEInternati
487ada	H3CTechnolog
487af6	NcsElectrica
487aff	Essys
487b2f	Microsoft
487b5e	SmtTelecommH
487b6b	HuaweiTechno
487d2e	TpLinkTechno
487e48	EardaTechnol
488002	Cisco
48814e	E&MSOLUTION
4881d4	RuijieNetwor
488244	LifeFitnessD
4882f2	AppelElektro
48836f	EMMicroelect
4883b4	OppoMobileTe
4883c7	SagemcomBroa
48849d	TexasInstrum
4886e8	Microsoft
48872d	ShenZhenDaXi
488759	XiaomiCommun
488764	vivoMobileCo
4887b8	TCLKingElect
488803	ManTechnolog
48881e	EthoSwitch
488899	SuperElectro
4888ca	MotorolaMobi
4889e7	Intel
488ad2	MercuryCommu
488ae8	vivoMobileCo
488b0a	Cisco
488c63	HuaweiDevice
488c78	AlphaNetwork
488d36	Arcadyan
488e42	DIGALOG
488eb7	ZebraTechnol
488eef	HuaweiTechno
488f4c	trolinkTechn
488f5a	Routerboardc
48902f	LGElectronic
489153	WeinmannGerä
4891d5	Cisco
4891f6	Reachsoftwar
4892c1	Ohsung
4893dc	UniwayInfoco
489507	OppoMobileTe
4896d9	zte
4898ab	WistronInfoC
4898ca	SichuanAILin
489a42	Technomate
489a5b	iCommSemicon
489bd5	ExtremeNetwo
489be0	RealmeChongq
489be2	SCIInnovatio
489d18	Flashbay
489d24	BlackBerryRT
489d31	Espressif
489dd1	SamsungElect
489e9d	HuiZhouGaosh
489ebd	HP
489ecb	HewlettPacka
48a0f8	FiberhomeTel
48a170	Cisco
48a195	Apple
48a22d	HuaxuchangTe
48a2b7	Kodofon
48a2b8	VisionZenith
48a2e6	Resideo
48a380	GioneeCommun
48a3bd	TexasInstrum
48a472	Intel
48a48c	ZenchantElec
48a493	TaiyoYuden
48a4fd	AltoBeam
48a516	HuaweiDevice
48a5e7	Nintendo
48a6b8	Sonos
48a6d2	GJsunOptical
48a73c	Sichuantiany
48a74e	zte
48a91c	Apple
48a964	ApexshaSmart
48a98a	Routerboardc
48a9d2	WNC
48aa5d	StoreElectro
48aabb	SagemcomBroa
48ad08	HuaweiTechno
48ad9a	Intel
48b02d	NVIDIA
48b253	Marketaxess
48b25d	HuaweiTechno
48b313	Idesco
48b423	AmazonTechno
48b424	eero
48b4c3	HewlettPacka
48b5a7	GloryHorseIn
48b620	ROLI
48b8a3	Apple
48b8de	HomewinsTech
48b977	PulseOn
48b9c2	Teletics
48ba4e	HewlettPacka
48bc0e	SichuanAILin
48bca6	​ASUNGTECHNO
48bce1	SamsungElect
48bd0e	QuantaStorag
48bd3d	NewH3CTechno
48bd4a	HuaweiTechno
48bda7	HonorDevice
48bdce	VantivaUSA
48be2d	Symanitron
48bf6b	Apple
48bf74	BaicellsTech
48c030	Kogniza
48c049	BroadTelecom
48c093	Xirrus
48c1ac	Plantronics
48c1ee	HonorDevice
48c35a	LenovoCo
48c381	TPLink
48c3b0	Pharos
48c461	OppoMobileTe
48c58d	Lear
48c663	GTOAccess
48c796	SamsungElect
48c862	SimoWireless
48c8b6	SysTec
48ca43	Espressif
48ca68	Apple
48cac6	UnionManTech
48cb6e	CelloElectro
48cdd3	HuaweiTechno
48cfa9	HuaweiTechno
48d017	TelecomInfra
48d01c	AltoBeam
48d0cf	UniversalEle
48d18e	MetisCommuni
48d224	LiteonTechno
48d24f	SagemcomBroa
48d343	Commscope
48d35d	Private
48d475	Lampuga
48d539	HuaweiTechno
48d54c	JedaNetworks
48d682	zte
48d6d5	Google
48d705	Apple
48d7ff	BLANKOMAnten
48d845	MainuokeElec
48d855	Telvent
48d875	ChinaTransIn
48d890	FnLinkTechno
48d8fe	ClarIDySolut
48da96	EddySmartHom
48db50	HuaweiTechno
48dc2d	HuaweiTechno
48dc9d	GrandprintTe
48dcfb	Nokia
48dd0c	eero
48dd9d	ItelMobile
48df1c	NECFibreOpti
48df37	HewlettPacka
48e150	Intel
48e15c	Apple
48e1af	Vity
48e1ca	Apple
48e1e9	MerossTechno
48e244	HonHaiPrecis
48e27e	SagemcomBroa
48e2ad	HumaxNetwork
48e3c3	JENOPTIKAdva
48e533	SunnovoInter
48e695	Insigma
48e6c0	SIMComWirele
48e729	Espressif
48e7da	AzureWaveTec
48e9ca	creoline
48e9f1	Apple
48ea62	HP
48ea63	ZhejiangUniv
48eaa9	C&DElectroni
48eb30	EternaTechno
48eb62	MurataManufa
48eb65	HenanKunLunT
48ec5b	NokiaSolutio
48ed80	daesungeltec
48ede6	ZyxelCommuni
48ee07	SilverPalmTe
48ee0c	DLinkInterna
48ee86	UTStarcom
48eee2	RoamwifiTech
48ef1c	SamsungElect
48ef61	HuaweiDevice
48f027	newifi
48f07b	Alpsalpine
48f17f	Intel
48f1eb	Nintendo
48f230	Ubizcore
48f317	Private
48f3f3	BaiduOnlineN
48f47d	TechVisionIn
48f6ee	Espressif
48f7bc	HuaweiTechno
48f7c0	VantivaUSA
48f7f1	Nokia
48f8b3	CiscoLinksys
48f8db	HuaweiTechno
48f8e1	Nokia
48f8ff	KtElectronic
48f925	Maestronic
48f97c	FiberhomeTel
48fc07	HuaweiDevice
48fc7c	HuiduTechnol
48fcb6	LavaInternat
48fcb8	Woodstream
48fd8e	HuaweiTechno
48fda3	XiaomiCommun
48feea	Homa
4a07d6	IEEE8021Chai
4a1540	sasdelaHalle
4a191b	ZigBeeAllian
4a5909	MiwaLock
4a5a6f	AppliedMater
4a5aa9	GoCodeIT
4a6536	m3connect
4a6704	ReliableRobo
4a688d	TCLNewTechno
4a7206	CAIRE
4a7f74	INTEC
4aadce	CodanArgus
4ac03f	HikstorageTe
4aca3e	Zeus
4ada10	EmotivaAudio
4ae03f	Superxoncomm
4ae568	leapio
4aed1d	AsteraLabs
4af57d	ASAMeV
4c0082	Cisco
4c0143	eero
4c01f7	Cisco
4c0220	XiaomiCommun
4c022e	CmrKorea
4c0289	LexComputech
4c034f	Intel
4c0617	TaicangT&WEl
4c068a	BaslerElectr
4c06b7	ProDVXEurope
4c07c9	COMPUTEROFFI
4c0997	AristaNetwor
4c09b4	zte
4c09d4	Arcadyan
4c09fa	FrontierSmar
4c0a3d	Adnacom
4c0a4e	ExtremeNetwo
4c0b3a	TCTmobile
4c0bbe	Microsoft
4c0dee	JabilCircuit
4c0f3e	Intel
4c0f6e	HonHaiPrecis
4c0fc7	EardaTechnol
4c10d5	TpLinkTechno
4c1154	MobiwireMobi
4c1159	VisionInform
4c11ae	Espressif
4c11bf	ZhejiangDahu
4c1265	Commscope
4c12e8	VietnamPostA
4c1365	EmplusTechno
4c1480	Noregon
4c14a3	TCLTechnolyE
4c1694	sibituoTechn
4c16f1	zte
4c16fc	JuniperNetwo
4c1744	AmazonTechno
4c17eb	SagemcomBroa
4c189a	OppoMobileTe
4c195d	SagemcomBroa
4c1a3a	PRIMAResearc
4c1a3d	OppoMobileTe
4c1a95	Novakon
4c1b86	Arcadyan
4c1d96	Intel
4c1f86	HikvisionDig
4c1fcc	HuaweiTechno
4c20b8	Apple
4c2113	NokiaShangha
4c218c	PanasonicInd
4c21d0	Sony
4c2219	YuanfudaoHkL
4c2258	cozybit
4c22c9	zte
4c22f3	Arcadyan
4c231a	ExtremeNetwo
4c2338	CloudNetwork
4c2498	TexasInstrum
4c24ce	SichuanAILin
4c2578	Nokia
4c26e7	Welgate
4c2b3b	HuaweiDevice
4c2c80	SkywayTechno
4c2c83	ZhejiangKaNo
4c2e5e	SamsungElect
4c2eb4	Apple
4c2efe	ComnectTechn
4c2f7b	AltoBeam
4c2f9d	ICMControls
4c2fd7	HuaweiDevice
4c306a	Nintendo
4c3089	HitachiRailG
4c312d	SichuanAILin
4c322d	TeledataNetw
4c3275	Apple
4c32d9	MRuttyHoldin
4c3329	Sweroam
4c334e	Hightech
4c3488	Intel
4c364e	PanasonicCon
4c37de	AltoBeam
4c38d5	MitacComputi
4c38d8	Commscope
4c3909	HPLElectricP
4c3910	NewtekElectr
4c3946	SamsungElect
4c3b6c	Garo
4c3b74	VOGTEC
4c3bdf	Microsoft
4c3c16	SamsungElect
4c3c8f	JingxunTechn
4c3fa7	uGridNetwork
4c3fd3	TexasInstrum
4c4088	SanshinElect
4c421e	Cisco
4c4341	Calix
4c43f6	SzDjiTechnol
4c445b	Intel
4c4576	ChinaMobileI
4c46d1	GuangzhouVSo
4c48da	AutelanTechn
4c4929	TCLKingElect
4c494f	zte
4c4968	RuijieNetwor
4c496c	Intel
4c49e3	XiaomiCommun
4c4ab4	JuniperNetwo
4c4b1f	CloudNetwork
4c4b68	MobileDevice
4c4cd8	zte
4c4d66	NanjingJiaha
4c4e03	TCTmobile
4c4e35	Cisco
4c4fee	OnePlusTechn
4c5077	HuaweiDevice
4c50dd	HuiZhouGaosh
4c50f1	OppoMobileTe
4c5262	FujitsuTechn
4c52ec	SOLARWATT
4c5369	YanFengViste
4c53fd	AmazonTechno
4c5427	LineproSp
4c548b	CerebrasSyst
4c5499	HuaweiTechno
4c5585	Hamilton
4c55b2	XiaomiCommun
4c55b8	TurkcellTekn
4c55cc	Zentri
4c569d	Apple
4c56df	TargusUS
4c5739	SamsungElect
4c57ca	Apple
4c5bb3	SiliconLabor
4c5cdf	ItelMobile
4c5d3c	Cisco
4c5d6a	Apple
4c5dcd	OyFinnishEle
4c5e0c	Routerboardc
4c5ed3	UnisyueTechn
4c5f70	Intel
4c5fd2	AlcatelLucen
4c60ad	AmazonTechno
4c60ba	AltoBeam
4c60d5	airPointeNew
4c60de	Netgear
4c617e	HuaweiDevice
4c6255	SanminaSciSy
4c627b	SmartCowAITe
4c62cd	Nokia
4c62df	HikvisionDig
4c6371	XiaomiCommun
4c63ad	HuaweiDevice
4c63eb	ApplicationS
4c6460	ItelMobile
4c64d9	LeawinGroup
4c6641	SamsungElect
4c66a6	SamsungElect
4c6af6	HMDGlobal
4c6bb8	HuiZhouGaosh
4c6be8	Apple
4c6c13	IoTSolucoesT
4c6ca1	ChipseaTechn
4c6d58	JuniperNetwo
4c6e6e	ComnectTechn
4c6f9c	OppoMobileTe
4c70cc	Blyott
4c710c	Cisco
4c710d	Cisco
4c7167	PoLabsdoo
4c7274	ShenzhenshiX
4c72b9	Pegatron
4c734f	JuniperNetwo
4c7367	GeniusBytesS
4c73a5	Kove
4c7403	Bq
4c7487	LeaderPhoneC
4c74bf	Apple
4c7525	Espressif
4c7625	Dell
4c7713	RenesasElect
4c774f	EmbeddedWire
4c7766	MercuryCommu
4c776d	Cisco
4c77cb	Intel
4c7872	CavUffGiacom
4c7897	ArrowheadAla
4c796e	Intel
4c7975	Apple
4c79ba	Intel
4c7a48	NipponSeiki
4c7b35	UnionmanTech
4c7c5f	Apple
4c7cd9	Apple
4c7f62	Nokia
4c804f	ArmstrongMon
4c8093	Intel
4c80ba	TianyuInform
4c80fb	Google
4c8120	TaicangT&WEl
4c8125	ZOWEETECHNOL
4c820c	Apple
4c8237	TelinkMicro
4c82a9	CloudNetwork
4c82cf	DishTechnolo
4c83de	CiscoSPVTG
4c858a	Buffalo
4c875d	Bose
4c889e	HuaweiDevice
4c8b30	ActiontecEle
4c8b55	GrupoDigicon
4c8bef	HuaweiTechno
4c8d53	HuaweiTechno
4c8d79	Apple
4c8e19	XiaomiCommun
4c8ecc	Silkan
4c8fa5	Jastec
4c90db	JLAudio
4c910c	LanixInterna
4c9157	FujianLANDIC
4c92d2	OppoMobileTe
4c9614	JuniperNetwo
4c962d	Fresh
4c968a	Wacom
4c97a1	SiliconLabor
4c97cc	Apple
4c98ef	Zeo
4c9992	vivoMobileCo
4c99e8	ZhejiangDahu
4c9b63	LGInnotek
4c9d22	ACES
4c9e6c	BroadexTechn
4c9e80	KYOKKOELECTR
4c9ee4	HanyangNavic
4c9eff	ZyxelCommuni
4c9ff1	Apple
4ca003	Vitec
4ca03d	BouffaloLab
4ca0d4	TelinkSemico
4ca161	RainBird
4ca38f	trolinkTechn
4ca3a7	TecnoMobile
4ca515	BaikalElectr
4ca56d	SamsungElect
4ca64d	Cisco
4ca74b	AlcatelLucen
4ca919	TuyaSmart
4ca928	Insensi
4ca954	Intel
4caa16	AzureWaveTec
4cab33	KSTtechnolog
4cab4f	Apple
4cabf3	UniversalEle
4cabf8	AskeyCompute
4cabfc	zte
4cac0a	zte
4cad35	Apple
4cada8	Panoptics
4caddf	CôngtyCổphần
4cae13	HuaweiTechno
4cae1c	SaiNXTTechno
4cae31	ShengHaiElec
4caea3	HewlettPacka
4caeec	Guangzhoulim
4cb008	GwelltimesTe
4cb04a	Intel
4cb087	HuaweiTechno
4cb0e8	RongZhixingh
4cb16c	HuaweiTechno
4cb199	Apple
4cb1cd	RuckusWirele
4cb21c	Maxphotonics
4cb44a	NANOWAVETech
4cb4ea	HrdPte
4cb76d	NoviSecurity
4cb7e0	MercuryCommu
4cb81c	SAMElectroni
4cb82c	CambridgeMob
4cb8b5	YOUHUATechno
4cb910	Apple
4cb911	RaisecomTech
4cb99b	WeifangGoert
4cb9c8	Conet
4cb9ea	iRobot
4cba7d	GemtekTechno
4cbaa3	BisonElectro
4cbad7	LGInnotek
4cbb47	NVIDIA
4cbb58	ChiconyElect
4cbb6f	Infinixmobil
4cbc42	HangshengEle
4cbc48	Cisco
4cbc72	PrimexWirele
4cbca5	SamsungElect
4cbcb4	ABBDINRail
4cbce9	LGInnotek
4cbd8f	HikvisionDig
4cc00a	vivoMobileCo
4cc096	SuperElectro
4cc206	Somfy
4cc382	Espressif
4cc449	Icotera
4cc452	ShangHaiTydE
4cc53e	ZyxelCommuni
4cc5d9	Dell
4cc602	Radios
4cc64c	XiaomiMobile
4cc681	AisatElectro
4cc7d6	FlextronicsM
4cc844	MaipuCommuni
4cc8a1	CiscoMeraki
4cc94f	Nokia
4cc95e	SamsungElect
4cca53	Skyera
4cca95	HuaweiDevice
4ccbf5	zte
4ccc34	MotorolaSolu
4ccc6a	MicroStarINT
4ccdb6	Apple
4cce2d	Danlaw
4ccf7c	HP
4cd08a	HUMAX
4cd0cb	HuaweiTechno
4cd0dd	HuaweiTechno
4cd0f9	Cisco
4cd1a1	HuaweiTechno
4cd2fb	UnionmanTech
4cd3af	HMDGlobal
4cd4b1	NXPSemicondu
4cd546	HewlettPacka
4cd577	ChongqingFug
4cd587	HewlettPacka
4cd629	HuaweiTechno
4cd637	QsonoElectro
4cd717	Dell
4cd73a	XinZhongXinT
4cd74a	VantivaUSA
4cd7b6	HelmerScient
4cd7c8	GuangzhouVSo
4cd98f	Dell
4cd9c4	MagnetiMarel
4cda38	TexasInstrum
4cdc0d	CoralTelecom
4cdd31	SamsungElect
4cdd7d	LHPTelematic
4cde48	HuaweiDevice
4cdf3d	TeamEngineer
4ce0db	XiaomiCommun
4ce136	Private
4ce175	Cisco
4ce176	Cisco
4ce19e	TecnoMobile
4ce1bb	ZhuhaiHiFocu
4ce20f	XiaomiCommun
4ce2f1	Udino
4ce4b6	MotorolaMobi
4ce5ae	TianjinBeebo
4ce650	Apple
4ce65e	HuaweiTechno
4ce676	Buffalo
4ce6c0	Apple
4ce705	SiemensIndus
4ce933	RailComm
4ce9e4	NewH3CTechno
4ceaae	OppoMobileTe
4ceb42	Intel
4ceb76	Murrelektron
4cebb0	SamsungElect
4cebbd	ChongqingFug
4cebd6	Espressif
4cec0f	Cisco
4cecee	SamsungElect
4cecef	Soraa
4cedde	AskeyCompute
4cedfb	ASUSTekCOMPU
4ceeb0	SHCNetzwerkt
4cef56	SundrayTechn
4cefc0	AmazonTechno
4cefe1	DynaconSp
4cf02e	VifaDenmark
4cf19e	GroupeAtlant
4cf202	XiaomiCommun
4cf2bf	CambridgeInd
4cf45b	BlueCloverDe
4cf475	HuaweiDevice
4cf55b	HuaweiTechno
4cf5a0	ScalableNetw
4cf5dc	HikvisionDig
4cf737	SamJiElectro
4cf95d	HuaweiTechno
4cfa9a	QuanxingTech
4cfac9	BWSIoT
4cfaca	CambridgeInd
4cfb45	HuaweiTechno
4cfbf4	OptimalAudio
4cfbfe	SercommJapan
4cfc22	HiTechContro
4cfcaa	Tesla
4cfe2e	DongGuanSiyo
4cff12	FuzeEntertai
500084	SiemensCanad
50008c	HongKongTele
5000e0	Cisco
5000e6	MellanoxTech
50016b	HuaweiTechno
5001bb	SamsungElect
5001d9	HuaweiTechno
500238	NokiaShangha
500291	Espressif
5003cf	Canon
500401	TelHi
5004b8	HuaweiTechno
50053d	CyWeeGroup
50056e	OppoMobileTe
500604	Cisco
5006ab	Cisco
5006f5	Roku
5007c3	AmazonTechno
500959	VantivaUSA
5009e5	Drimsys
500a52	HuiwanTechno
500a9c	ExtremeNetwo
500b23	HuaweiTechno
500b26	HuaweiTechno
500b32	FoxdaTechnol
500b88	Moxa
500e6d	TrafficCastI
500f59	STMicrolectr
500f80	Cisco
500fc6	solum
500ff5	TendaTechnol
5011eb	SilverNet
50131d	MotorolaMobi
501365	VolaNetworks
501395	SichuanAILin
50139d	SierraWirele
501408	AiNET
501479	iRobot
5014b5	RichfitInfor
5014c1	HuaweiTechno
5016f4	MotorolaMobi
5017ff	Cisco
50184c	Platina
501aa5	GNNetcom
501ac5	Microsoft
501b32	TaicangT&WEl
501b6a	SunitecTechn
501cb0	Cisco
501cbf	Cisco
501d93	HuaweiTechno
501e2d	StreamUnlimi
501fc6	Apple
502065	QuectelWirel
50206b	CopelandTran
5021ec	HuaweiDevice
502267	PixeLINK
5022c9	BelPowerSolu
50236d	Nintendo
5023a2	Apple
50252b	NethraImagin
502690	Fujitsu
5026d2	AVIRETrading
5026ef	MurataManufa
5027a9	eero
5027c7	TECHNART
50284a	Intel
502873	HuaweiDevice
50294d	NanjingIotSe
50297b	ChinaMobileG
5029f5	OppoMobileTe
502a7e	Smartelectro
502a8b	TelekomResea
502b73	TendaTechnol
502b98	EstechIntern
502cc6	GreeElectric
502d1d	Nokia
502da2	Intel
502dbb	GDMideaAirCo
502df4	PhytecMesste
502dfb	IGShare
502e5c	HTC
502e66	CloudNetwork
502e91	AzureWaveTec
502ece	AsahiElectro
502f54	CigShanghai
502f9b	Intel
502fa8	Cisco
502fbb	MotorolaMobi
5030f4	Exascend
503123	FNLINKTECHNO
5031ad	ABBGlobalInd
503237	Apple
50325f	SiliconLabor
503275	SamsungElect
50338b	TexasInstrum
5033f0	YichenTechno
5037cd	QuectelWirel
50382f	ASEGroupChun
5038ab	Prove
50392f	IngramMicroS
503955	CiscoSPVTG
503a0f	ALLWinner
503a7d	AlphaTechInt
503aa0	MercuryCommu
503cc4	LenovoMobile
503cca	TecnoMobile
503cea	OppoMobileTe
503d7f	NokiaShangha
503da1	SamsungElect
503dc6	XiaomiCommun
503dd1	TPLink
503de5	Cisco
503deb	ZhejiangTmal
503e7c	LeiShenIntel
503eaa	TpLinkTechno
503f50	HuaweiDevice
503f56	SyncmoldEnte
503f98	Cmitech
504035	VantivaUSA
504061	Nokia
504074	Alarmcom
50411c	AMPAKTechnol
504172	HuaweiTechno
5041b9	IODataDevice
504289	zte
504348	ThingsMatrix
5043b9	OktoInformRU
504594	Radisys
5045f7	LiuheIntelli
50464a	HuaweiTechno
50465d	ASUSTekCOMPU
5046ae	Mercury
504877	HonorDevice
5048eb	Haihejinshen
504921	Cisco
5049b0	SamsungElect
504a5e	Masimo
504a6e	Netgear
504b5b	CONTROLtroni
504b9e	HuaweiDevice
504c7e	41StInstitut
504edc	PingCommunic
504f3b	XiaomiMobile
504f94	LoxoneElectr
50502a	Egardia
505065	TAKT
5050a4	SamsungElect
5050ce	DianyixiaCom
50514f	NetbeamTechn
5051a9	TexasInstrum
50523b	Nokia
5052d2	TelinTechnol
50547b	NanjingQinhe
505527	LGElectronic
50558d	ChinaMobileI
505663	TexasInstrum
5056a8	Jollyboys
5056bf	SamsungElect
50578a	Apple
50579c	SeikoEpson
5057a8	Cisco
505800	WyTecInterna
50584f	waytotec
50586f	HuaweiDevice
5058b0	HunanGreatwa
505967	IntentSoluti
505a65	AzureWaveTec
505ac6	SuperTelecom
505b1d	CDataTechnol
505bc2	LiteonTechno
505c88	Cisco
505d7a	zte
505dac	HuaweiTechno
505e24	zte
505e3a	GDMideaAirCo
505e5c	SunitecTechn
505fb5	AskeyCompute
506028	Xirrus
50613f	eero
50617e	MiaoMingInte
506184	Avaya
506188	PLANETTechno
5061bf	Cisco
5061d6	InduSol
5061f6	UniversalEle
506245	Annapurnalab
506313	HonHaiPrecis
506382	HuaweiTechno
506391	HuaweiTechno
50642b	XIAOMIElectr
506441	Greenlee
506583	TexasInstrum
5065f3	HewlettPacka
5066e5	HuaweiDevice
506787	PlanetNetwor
5067ae	Cisco
5067e0	AlticeLabs
5067f0	ZyxelCommuni
50680a	HuaweiTechno
5068ac	HuaweiDevice
50695a	AiFamousTech
506a03	Netgear
506b4b	MellanoxTech
506b8d	Nutanix
506cbe	InnosiliconT
506e92	InnocentTech
506f0c	SagemcomBroa
506f77	HuaweiTechno
506f98	SehajSynergy
506f9a	WiFiAlliance
507043	SkyUk
507097	ChinaMobileG
5070e5	HeShanWorldF
507164	Cisco
507224	TexasInstrum
50724d	BEGBrueckEle
5075f1	Commscope
507691	Tekpea
5076a6	EcilInformat
5076af	Intel
507705	SamsungElect
50787d	Espressif
5078b0	HuaweiDevice
5078b3	zte
50795b	InterexportT
507973	InagileElect
507a55	Apple
507ac5	Apple
507b91	SigmastarTec
507b9d	LCFCElectron
507c6f	Intel
507d02	Biodit
507e5d	Arcadyan
50804a	QuectelWirel
508140	HP
5082d5	Apple
508492	Intel
508569	SamsungElect
50857c	eero
50874d	OppoMobileTe
508789	Cisco
5087b8	Nuvyyo
508811	XiaomiMobile
5088c7	TaicangT&WEl
508965	MercuryCommu
5089d1	HuaweiDevice
508a06	TuyaSmart
508a0f	FiseTechnolo
508a42	UptmateTechn
508a7f	HuaweiTechno
508acb	MaxmadeTechn
508bb9	TuyaSmart
508c77	DIRMEIERScha
508cb1	TexasInstrum
508cc9	zte
508cf5	ChinaMobileG
508d62	HuaweiTechno
508d6f	CHAHOO
508d9e	HuaweiTechno
508e49	XiaomiCommun
508f4c	XiaomiCommun
5091e3	TPLink
50926a	XiaomiMobile
5092b9	SamsungElect
50934f	GradualTecno
5093ce	HuaweiTechno
509551	Commscope
509707	XiamenPapera
509744	IntegratedDe
509772	Westinghouse
509839	XiaomiCommun
509871	InventumTech
509893	TexasInstrum
5098b8	NewH3CTechno
5098f3	RheemAustral
509903	MetaPlatform
50995a	AmazonTechno
509a46	Safetrust
509a4c	Dell
509a88	HuaweiTechno
509b94	iCommSemicon
509ea7	SamsungElect
509f27	HuaweiTechno
509f3b	OiElectric
509fb9	SkyworthDigi
50a009	XiaomiCommun
50a015	YipingfangNe
50a054	Actineon
50a0a4	Nokia
50a0bf	AlbaFiber
50a132	MiaoMingInte
50a1f3	HuaweiDevice
50a4c8	SamsungElect
50a5dc	Commscope
50a67f	Apple
50a6d8	Apple
50a6e3	DavidClark
50a715	Aboundi
50a72b	HuaweiTechno
50a733	RuckusWirele
50a83a	SMobileDevic
50a9de	SmartcomBulg
50ab29	TrackunitApS
50ab3e	Qibixx
50abbf	HoseoTelecom
50acb9	HuaweiTechno
50ad71	TessolveSemi
50ad92	NXTechnologi
50add5	Dynalec
50ae86	Linkintec
50af4d	zte
50af73	BitlandInfor
50b03b	SonyInteract
50b127	Apple
50b140	ElpromaElekt
50b363	DigitrondaAm
50b3b4	FuruilianEle
50b695	MicropointBi
50b7c3	SamsungElect
50b888	wi2beTecnolo
50b8a2	ImTechTechno
50ba02	QingdaoIntel
50bb9f	VantivaUSA
50bbb5	AzureWaveTec
50bc96	Apple
50bd5f	TpLinkTechno
50c006	CarmanahSign
50c0f0	ArtekMicroel
50c1f0	NXPSemicondu
50c271	Securetech
50c275	GNAudio
50c2e8	CloudNetwork
50c2ed	GNAudio
50c3a2	nForeTechnol
50c4dd	Buffalo
50c58d	JuniperNetwo
50c68e	BiwinSemicon
50c6ad	FiberhomeTel
50c709	JuniperNetwo
50c7bf	TpLinkTechno
50c8e5	SamsungElect
50c971	GNNetcom
50c9a0	SkipperAs
50ccf8	SamsungElect
50cd22	Avaya
50cd32	NanJingChaor
50ce75	MeasyElectro
50cee3	Gigafirm
50cf14	QuectelWirel
50cf56	ChinaMobileG
50d065	ESYLUX
50d06d	BirdBuddy
50d213	CviLux
50d274	Steffes
50d2f5	XiaomiMobile
50d33b	cloudnineinf
50d37f	YuFlyMiklyWa
50d448	Private
50d45c	AmazonTechno
50d4f7	TpLinkTechno
50d59c	ThaiHabelInd
50d6d7	TakahataPrec
50d753	CONELCOM
50da00	H3CTechnolog
50da9e	ShenZhenTend
50dad6	XiaomiCommun
50db3f	GongjinElect
50dcd0	ObservintTec
50dce7	AmazonTechno
50dcfc	Ecocom
50dd4f	AutomationCo
50de06	Apple
50de92	worldeliteel
50df95	Lytx
50e039	ZyxelCommuni
50e085	Intel
50e099	AtuoFutureTe
50e0c7	TurControlSy
50e0ef	Nokia
50e0f9	GEVernova
50e14a	Private
50e24e	zte
50e452	ChipseaTechn
50e467	Ring
50e478	SichuanAILin
50e4e0	HewlettPacka
50e538	HikvisionDig
50e549	GigaByteTech
50e636	AVMAudiovisu
50e666	TechtionElec
50e7a0	RenesasElect
50e7b7	vivoMobileCo
50e971	Jibo
50e9df	QuectelWirel
50ead6	Apple
50eb1a	BrocadeCommu
50eb71	Intel
50ebf6	ASUSTekCOMPU
50ec50	XiaomiMobile
50ed3c	Apple
50ed78	ChangzhouYon
50ed94	EgatelSl
50ee32	HonHaiPrecis
50ee87	Hpro
50ee9b	AltoBeam
50f003	OpenStack
50f0d3	SamsungElect
50f14a	TexasInstrum
50f222	EMMicroelect
50f261	PhotonSailTe
50f265	Apple
50f351	Apple
50f43c	Leeo
50f4eb	Apple
50f520	SamsungElect
50f5da	AmazonTechno
50f61a	KunshanJADET
50f722	Cisco
50f7ed	HuaweiDevice
50f8a5	eWBM
50f908	Wizardlab
50f958	HuaweiDevice
50fa84	TpLinkTechno
50faab	Ltekdoo
50fb19	ChipseaTechn
50fbff	FranklinTech
50fc30	TreehouseLab
50fc9f	SamsungElect
50fdd5	SJIIndustry
50fe0c	AzureWaveTec
50fe39	XiaomiMobile
50fef2	SifyTechnolo
50ff20	Keenetic
54014a	GuangzhouShi
540237	Teltronic
540295	HuaweiTechno
540384	HongkongNano
5403f5	EBNTechnolog
540463	CigShanghai
540496	Gigawave
5404a6	ASUSTekCOMPU
540536	Vivago
54055f	AlcatelLucen
540593	WOORIELEC
5405db	LCFCElectron
